Text,Sentiment
"Hhahahahaha!!!!!!!! Just blew upp the entire The las Vegas strip!!!!!!!!!! :D :D :D :D Fuck Youuuuuuu, VEGAS!!!! hahahaHahhaha",1
"@NTtownend yes, be surprised if we don't see a bit of rain today... :)",1
Hey who's up :),1
"Hi Emily I'm your fan,I wish you much happiness in your life,you're funny and beautiful
Happy Birthday :D @EmilyBett http://t.co/6wEXgsv7de",1
"Here's Wishing a Very Happy Birthday to Doug Bollinger. He turns 34 today.. :)
Play Now: http://t.co/FDdN2y2Ghk http://t.co/Nh0NNiXu1I",1
"Owwww.
Choo chweet..... love u :-* :-) http://t.co/alshfDVauB",1
@anuja3486 Thanks anu :) @Rjain_ @ajayg303 @RGulechha @SNJNIG @Sharma216V @Angel_Priyabgt @praveen_a @prav2410 @SomnathUrhe @Destiinyy303,1
@Inkymole Thanks for being with us for so long :),1
I wanna cut k but I'm with my friends and they threw me a sleepover party :( so I'm pretending to be ok like usual,-1
Just viewed a property. Agent said 'the kitchen needs attention'  I like an accurate description :-) http://t.co/kgXuYb6diH,1
@gunnersx4 Hi Brian I'll  get it shipped today for you and it can take between 2-3 weeks to Australia. Many thanks :) http://t.co/IBoe0e1aXt,1
im sed.. :-( the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me,-1
@TrevorMoran @jccaylen @ItsMikeyMurphy Combine all three and add a bit of asian and u got YOURS TRULY :) https://t.co/zRlFqQBu8d,1
Collecting all five teal cards in time but not getting the prize makes me sad. :( #sect #tennunb,-1
@CptFrantastic tentatively nibbling an apple and it seems okay :) xxx,1
"@MikeyyGee_562 @thatdudegalvan_ You would know huh , looking in the mirror every day :)",1
@rosicky1987 WHERE U BEEN HIDING BABY :((,-1
Only SeungChan cant get :( Aigooo My Riri,-1
@MDWidlake @mnorgaard Aaahhh! I see... :),1
@UrbanKarizma alright sleep well!:),1
shes not a nice girl trust me :) — okok i trust u &lt;3333 http://t.co/37yWMi8TES,1
@alanessyahmad Chweina... xD  Jotzh :D Dude... go to school and don't waste your time on twitter.,1
You´ve got me in chains for your love :´( — a sentir-se incompleta,-1
@Gurmeetramrahim #OurDaughtersOurPride Many Many Congratulations to you PAPA ji :),1
Looking for fun? SNAPCHAT - ericavan18 #snapchat #snapchatme #likeforlike #interracial #model #repost #sexo :( http://t.co/X6O6vJmGac,-1
I wish I had my own Baymax :(,-1
I really am a code monkey :( http://t.co/5vFYrLeeux,-1
"@HaticeBieberr FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
Dem free tix to Big Bang concert :(,-1
@holaitsali deactivated :(,-1
"＠maverickgamer_　July 24, 2015 at 07:17PM 　:(",-1
Happy Birthday @EmilyBett ! Have a nice day :) #LoveU,1
Can't sleep :(,-1
"goodnight guys :-) 
remember tomorrow is a brand new day, a fresh start and another chance",1
Something new :D http://t.co/3Ftb0woQhM,1
@treybaimbridge @hdez_emmy @IAmAlii1 @Abir_Khusro don't want you to ruin your dreams by thinking you're batman :-),1
"Thanks for your recommendation, Shiva :). We are very happy ^_^

Music MP3 Mobile Apps:
http://t.co/PnohLXn4vv http://t.co/InI8rcaptP",1
@saritray2001 @ShiladityaBora Thank you! :),1
On my life I remember one time a few years ago I changed my avi and lost 72 followers LOOOOOOL :(,-1
@DarkAngelRafael @Skin_Yard Yes. That keeps coming up on lists and someone else has mentioned Persona. I’ll try that. Thanks! :),1
Yeh Real Madrid walay bhi bohat wailay hain. Pre-season friendly pe itna shor machaya hua hai mein samjha cup final hai :(,-1
"I didn't changed, you just didn't know who I really am :) #credits",1
0-100 real quick :),1
"@max_pen1 It has been fixed, thanks for your feedback :)",1
@putriisabrina ok no worries :),1
@GilletteStadium wish I was going to Taylor swift :(,-1
@MagdaKapa @morningporch @KrisLindbeck @matt_jakubowski @henryckrempels @velveteenrabbi @RichardNSkinner @rs_sparks @phoeniciapubl :) Thanks,1
@JonsCrazyTweets I actually tried that blend it's really good! Also has good health benefits too. :),1
@OLX_OHayoung96 sore ya :),1
@VnG_Hollands @VnG_Brando TIME FOR MINE :D,1
I don't want to be stuck inside all day :((,-1
"arummzz: Let's go... I'll drive for you :p

#traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https://t.co/s7y4Ys5JeU",1
Low quality pic for a high quality girl :) http://t.co/xPcOLL8fLZ,1
@EndresErik Ever been in this situation? https://t.co/FlhnHFZlSW - Thanks for the favourite :),1
Too early :(,-1
@_sunshinehoran_ happy birthday love :),1
Thanks Jen...top weekend everyone! :) https://t.co/FjeTSJkmdq,1
Gusto ko ng Rodic's :( someone share an order with me because one's big,-1
@virginmedia how long till Internet will go on? Was late in paying my bill and this exp waste is killing me :(,-1
First day back at the gym :D feeling good :D #gym #England #feelinggood,1
You're a judgmental hypocritical narcissist :-),1
"@michaelsutthako morning , i miss you :( :*",-1
"@HelpwDms Hi. Sorry, I already have a Shawn Mendes sponsor :(",-1
@ZaynZaynmalik30  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@virtuallykaren cool - thanks for thinking of me - hope all is well :-),1
all time looww(:(,-1
stop being sour :( it doesn't suit you 😂💞 https://t.co/nJ0ziQ14is,-1
Awww baby Ylona :( awww dream team /(,-1
"@SwiftBlablaCat remember when she sent out all those presents last Christmas?? That was dubbed ""Swiftmas"" :)",1
"@xlaurajaynex I am :) also, I'm super late sending your presents but it's going out next day delivery today! x",1
"@Wirral_In_It @bevclack @sharpeleven 
Actual LOL!
:)",1
Hmmm 10 mins to get my train and I'm currently about 15 mins away :( #failsatlife,-1
Ready for the #GES2015Kenya :-) http://t.co/8kFb2ZjDPd,1
@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom,1
"@CV_UHB the patients. Children crying in x ray dept...not to leave lol. Must say its a lovely, very pleasant hospital. Have a grt weekend :)",1
I can't sleep :( someone talk to me,-1
Makes me sad he has to go back :((((,-1
@BeingSobtian1 it was so much fun really enjoyed it hope next contest will be coming soon :-) :-) :-),1
@HuaAng75 but I have no curves and my tummy is so big.. How do I get flat abs? :(,-1
@0lliebudz I was waiting for a comeback  about how gross I am :-),1
And the vacation is not over yet. Berangkaat lagiii :D,1
Missing that cute someone la!! :(,-1
@Gvmba shoulda let me borrow one of those knives :D,1
"@EllieVond @SkeletonSweets @Justin_Naito @justcallmerizzo No actually, you don't. Bye bye indeed. Go take your drama elsewhere. :)",1
Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex :( http://t.co/3S9LHaFrsU,-1
"Thanks a million for keeping an eye on our tweets, always appreciated :) @lagganmountains @Yantilly http://t.co/liCJPzz21k",1
@lightmytorch I'm not there anymore!! Would have signed if I saw you! :( thank you for coming,-1
"In #Fallout4 we get to see the Glowing Sea. Again. 

Technically did in Fallout 3. I just played again to see :D http://t.co/zRP17qI0qT",1
Well I broke another Raspberry Pi :(,-1
over slept:):):),1
Yes the One and Only Team :) https://t.co/Q81LMMtmxm,1
@kentonchristina Lol! Big is beautiful and that applies to sunglasses too. Jackie O sunnies never go out of style :))),1
"How do you turn notifications off?? I've had over 1,300 in the past few days :(",-1
@tracychua16 @xaaanshine  chicks :),1
In glad that lasted ONE day :),1
@JellyBabyMom2 haha! Thank you! :) 🍰,1
aww i've got a fever :( but #bad4thwin &lt;3,-1
@anime_narutoINA thank you min :),1
Makes me wish we didn't travel :-(,-1
I've wanted panda for like 3 days :(,-1
"Yahoo Pipes to end Sept 30, my news feed to end with it. http://t.co/pNq95QKn9G - :-(",-1
At the hospital :(,-1
@darlakim_ picture. :),1
"@Mjbulanhagui13 agh, sorry :-(",-1
Twine is looking great over at Diane's place :) http://t.co/HV28zKdHCZ,1
"I am in every way like Jess. :)
http://t.co/otGCWw1gUu",1
Miss :(,-1
@Acsxy Maganda. You look very pretty with short hair. cute. :D,1
"@CarcassDrop Woohoo! Can't wait :) Have you signed up yet, or still thinking about it? MKa",1
"3 days til I start work, getting quite excited now :)",1
I hope it's wrong about #HulkHogan but I think I know deep down its not. It's hurtful to wake up that kind of unpleasantness :(,-1
@miabellasesso msg me where you play fantasy... maybe we can get in same league :)  #bowwowchicawowwow,1
"@Namraeter Here you go: http://t.co/nGJ1vzhsj1, please click on the link and checkout! :)",1
"@ArakinUK @Huskyteer you don't pay until the end of the campaign, it's kickstarter :)",1
@Sibulela_M why must you be so tiny :(,-1
Last 4 day week before October 2nd. :(,-1
@VisitLancashire @StAnnesBeachHut @LMuseums fab competition :),1
@IrlyanaVL mind to follow back? :),1
@amnesiall i love you :(,-1
@MissHayley1988 @djdarrenjones :( *hugs*,-1
@sothcott @CaseyBatchelor @BondedByBlood2 great singer too :),1
Nice music :) Check it out! http://t.co/PEjHsORGrk,1
@margiefeeney11 barely any for Saturday and standing though :(,-1
@Chelt52 Kind words - thank you very much! It's @SueRyderLCH that does so much good in the #Cheltenham area :),1
"@badams Haha, thanks man. :-) Fingers-crossed I won’t have to delve too deep - just the .htaccess file.",1
@AvrilLavigne U r so brave n strong avril so never give up n keep smiling :),1
@betabetic esp when it came off for an hour for x rays. ( hope). Makes you feel like crying when you have to go back in :(,-1
@19strawberry66 im sure it wasnt anything we're not already used to :) Glad ur home!,1
SORRY FOR FORGETTING THIS VERY IMPORTANT DAY HUHU FIGHT ME IM SO SO SO SORRY :(,-1
@Uber has anyone managed to get ice cream? I've been on my app from 1 Stephen Street for last 35 mins and no free vehicles have appeared :-(,-1
#FollowFriday @michae1green @superninjaalan @Doug_Laney for being top new followers in my community this week :),1
assignments :(,-1
"Such a positive, beautiful light :( #RIPSandraBland #JusticeForSandraBland #SandraBland  https://t.co/GP21Mwg1Os",-1
S2E12 is probably that saddest ive ever felt for rumpy :-(,-1
"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ...777x",1
Ufffff Sr Dard :( — drinking green tea,-1
@cloverness :( I hope something holds your interest soon!,-1
"@PeterLawrey People still code in those languages?:) But you're right. For me as a Java guy, PHP's notion of references is equally confusing",1
Child traffickers getting more daring these days.  However their spelling gets worse :-) http://t.co/QTXo1fMXkE,1
@dracan Hope you had a lovely sleep! :)  -Mary,1
haix I wish I was an sp student :((( everyday can go breakfast when im late for class already haix,-1
"Your love, O Lord, is better than life. :) &lt;3 https://t.co/KPCeYJqKLM",1
aw fuck there's a dress bag on the floor. dammit that's really loud :(,-1
@sianyw As if he wouldn't be happier here running around my house wearing a H&amp;M shirt. :(,-1
@PeterAspsjo Oh no that sucks! :(,-1
Happy Friday :-) http://t.co/TpLZIou8sO,1
@Puddycats19 shame it's like £3k :(,-1
@DailyBBLife @JulizTwinsBB he already does :),1
"@MariajoseCleri1 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@KhushbooZG I heard lot of good things about this movie..will definitely watch it :),1
I really want sushi :(((((,-1
"Spent ages making our first Vine, only to realise that they're meant to be shot in portrait mode and you can't flip the shots...
:(",-1
i lapar :(,-1
"It's July 24, 2015 at 01:16AM and that means it's time to give some love to mist45gameplay. :) #ILOVEYOU",1
"@ncilla so thát's what i've been doing wrong :(
a powerpoint presentation with expectations before, during and after diner is no-no either?",-1
@KielixTTV You know you like it :D,1
so i forgot that i had to wake up at 6:30 am to babysit and i stayed up late w jacob last night im so tired :(,-1
Come on #UberIceCream... where are all the cars :( #London #summer https://t.co/7Tvx7SZeQ6,-1
@Blossom__Joy I can save only 21pics but master nim say that there're 22pics. So I asked you how many pics can you see? :)),1
@SwagOnChristian - trop tard :(,-1
@LingJing_ me too :(,-1
reynoldsgrl either deactivated or got suspended i wanted to shade :(,-1
@LanaParrilla because you don't like me :((,-1
Locked out my own house :(,-1
@kaylakerwin :( that disgusts me what a piece of shit..you're such an amazing mother Mateo &amp; Brooklyn are so lucky💗 he doesn't deserve to,-1
Headache :(,-1
"@jlmakes found that later, sorry for asking a stupid question. Loving the plugin so far! Also loved your bass slap on IG, I play too! :)",1
"Yach.. telat.. huvvft..., :( https://t.co/nrzfh7Roja",-1
@IQAEuroGames GO GO FRANCE GO ! :),1
@neelipar @ASOS95 not yet :( did they find yours eventually?,-1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/CcAoyyAGJ7.,1
@NachiketKhanna @niveditabasu Same Feelings sir :( :(,-1
Snapchat me guys : JasminGarrick #snapchat #kiksexting #chat #sexting #addme #mpoints #hotmusicdelocos :( http://t.co/xXfTQWzhAI,-1
this bird just had to shit on me :(,-1
I CANT WATCH TONIGHTS ANDROMEDA :(((,-1
@thingforasians hi my hot girl did I say how very hot and horny you are darling xx :) ♥,1
"INITIAL TEE's
PM for ORDERS :) http://t.co/2AxBuaPKMS",1
@Kkiimmeenngg  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
I like your style sumedh ..  @Beatking_Sumedh :),1
"@pagodane @HakubiRedwinter I know, right? sure, they will leave a huge gap in comic plots :(",-1
@calllmejay_ sounds good to me :) I'll see you Saturday ✨,1
@bumkeyyfel b-butt : ( isn't black cat a bad luck ene,-1
Life is smile :),1
"@DMedibot (( its okay, now they're even! :D goodnight ))",1
@GrahamTownsend wait... is EVERYONE in that photo on the phone? I wonder if they are talking to each other lol :D,1
@ARNS_UK thank you lovely specialist breathing people :)),1
@RefSRK18 May Allah fulfill our one n only desire....ameen :),1
"Bom-dia :) APOD: Ultraviolet Rings of M31 (2015 Jul 24) - 
http://t.co/f5xThyIN8u -",1
@_xRiya Strange Kareena's Fans Not Knowing Kareena's Fans :),1
"😢 ""@ haestarr: i’m just :(( http://t.co/FY8LWoZmob""",-1
@_CaitlinTierney dnt stab meh :(,-1
@sungjookxm going well oppayaa! How's yours? :D,1
@PrincessSGB Please @PrincessSGB :(,-1
"@Insane_chorri don't worry, aapke benchmarks ke hisaab se already hit ho gaya hai :D",1
:( vidcon :(,-1
why so sudden :((,-1
I just want to look good for you :),1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.330
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
@cpeluso wishing you a happy Friday :) xxx,1
"guess who's spent half an hr sitting outside her apt building bc she left her keys at work?

I hope someone needs to leave this bldg soon :(",-1
"@BOCAGIRLSLAYED FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@begbie4017 @heathersmusical What a brilliant parent teacher interview!! Finding out those wonderful things about your talented girl!! :)),1
@MekObien where art thou?! :)),1
@subharrie noo :( do you know why?,-1
"@FafnirsWind Maybe there are Garrus, Liara and the rest of the crew. :D https://t.co/1tb5R9s5RY",1
I see Flickr Pro is back :-),1
Good morning all! Have a fab Friday! :),1
Congrats to all of us ! :D https://t.co/qZm1Hbxtha,1
